block	rows	minOffset	maxOffset	centerOffset	aLimit	pLimit	qlineQTests	primeLines	qlineRows	fallbackRows	fallbackVerified	unresolved	fallbackQTests	noSkipQTests	baselineSampleRows	baselineSampleQTests	avgBaselineQTests	estimatedBaselineQTests	savingPct	speedup	seconds
344	1000000000	688000000002	690000000000	688000050000	50000	250000	3309	1064	999999944	56	56	0	151	3460	0	0	0.000000000	0.000	0.000000	0.000000	52.632680
345	1000000000	690000000002	692000000000	690000050000	50000	250000	3427	1121	999999937	63	63	0	189	3616	0	0	0.000000000	0.000	0.000000	0.000000	54.741187
346	1000000000	692000000002	694000000000	692000050000	50000	250000	3417	1160	999999900	100	100	0	348	3765	0	0	0.000000000	0.000	0.000000	0.000000	56.056416
347	1000000000	694000000002	696000000000	694000050000	50000	250000	3396	1153	999999985	15	15	0	64	3460	0	0	0.000000000	0.000	0.000000	0.000000	52.862933
348	1000000000	696000000002	698000000000	696000050000	50000	250000	3423	1154	999999900	100	100	0	475	3898	0	0	0.000000000	0.000	0.000000	0.000000	52.849515
349	1000000000	698000000002	700000000000	698000050000	50000	250000	3421	1138	999999974	26	26	0	64	3485	0	0	0.000000000	0.000	0.000000	0.000000	52.139362
350	1000000000	700000000002	702000000000	700000050000	50000	250000	3390	1066	999999843	157	157	0	416	3806	0	0	0.000000000	0.000	0.000000	0.000000	50.047500
351	1000000000	702000000002	704000000000	702000050000	50000	250000	3380	1100	999999931	69	69	0	228	3608	0	0	0.000000000	0.000	0.000000	0.000000	52.116793
352	1000000000	704000000002	706000000000	704000050000	50000	250000	3338	1115	999999958	42	42	0	102	3440	0	0	0.000000000	0.000	0.000000	0.000000	53.285655
353	1000000000	706000000002	708000000000	706000050000	50000	250000	3339	1110	999999915	85	85	0	326	3665	0	0	0.000000000	0.000	0.000000	0.000000	54.116126
354	1000000000	708000000002	710000000000	708000050000	50000	250000	3389	1158	999999906	94	94	0	308	3697	0	0	0.000000000	0.000	0.000000	0.000000	55.783432
355	1000000000	710000000002	712000000000	710000050000	50000	250000	3365	1149	999999949	51	51	0	112	3477	0	0	0.000000000	0.000	0.000000	0.000000	55.924608
356	1000000000	712000000002	714000000000	712000050000	50000	250000	3404	1113	999999938	62	62	0	220	3624	0	0	0.000000000	0.000	0.000000	0.000000	54.919290
357	1000000000	714000000002	716000000000	714000050000	50000	250000	3380	1133	999999972	28	28	0	62	3442	0	0	0.000000000	0.000	0.000000	0.000000	55.620933
358	1000000000	716000000002	718000000000	716000050000	50000	250000	3418	1123	999999915	85	85	0	268	3686	0	0	0.000000000	0.000	0.000000	0.000000	55.469918
359	1000000000	718000000002	720000000000	718000050000	50000	250000	3362	1122	999999939	61	61	0	243	3605	0	0	0.000000000	0.000	0.000000	0.000000	55.328190
360	1000000000	720000000002	722000000000	720000050000	50000	250000	3317	1093	999999972	28	28	0	87	3404	0	0	0.000000000	0.000	0.000000	0.000000	54.345830
361	1000000000	722000000002	724000000000	722000050000	50000	250000	3348	1109	999999948	52	52	0	251	3599	0	0	0.000000000	0.000	0.000000	0.000000	55.161728
362	1000000000	724000000002	726000000000	724000050000	50000	250000	3366	1095	999999964	36	36	0	98	3464	0	0	0.000000000	0.000	0.000000	0.000000	54.244782
363	1000000000	726000000002	728000000000	726000050000	50000	250000	3367	1158	999999958	42	42	0	133	3500	0	0	0.000000000	0.000	0.000000	0.000000	56.042538
364	1000000000	728000000002	730000000000	728000050000	50000	250000	3345	1093	999999983	17	17	0	34	3379	0	0	0.000000000	0.000	0.000000	0.000000	53.309719
365	1000000000	730000000002	732000000000	730000050000	50000	250000	3330	1102	999999958	42	42	0	104	3434	0	0	0.000000000	0.000	0.000000	0.000000	51.881446
366	1000000000	732000000002	734000000000	732000050000	50000	250000	3401	1135	999999985	15	15	0	36	3437	0	0	0.000000000	0.000	0.000000	0.000000	53.429271
367	1000000000	734000000002	736000000000	734000050000	50000	250000	3384	1127	999999878	122	122	0	498	3882	0	0	0.000000000	0.000	0.000000	0.000000	53.350567
368	1000000000	736000000002	738000000000	736000050000	50000	250000	3432	1128	999999960	40	40	0	140	3572	0	0	0.000000000	0.000	0.000000	0.000000	53.456645
369	1000000000	738000000002	740000000000	738000050000	50000	250000	3368	1124	999999954	46	46	0	108	3476	0	0	0.000000000	0.000	0.000000	0.000000	52.367742
370	1000000000	740000000002	742000000000	740000050000	50000	250000	3396	1190	999999974	26	26	0	149	3545	0	0	0.000000000	0.000	0.000000	0.000000	55.197087
371	1000000000	742000000002	744000000000	742000050000	50000	250000	3348	1132	999999955	45	45	0	109	3457	0	0	0.000000000	0.000	0.000000	0.000000	53.170194
372	1000000000	744000000002	746000000000	744000050000	50000	250000	3406	1187	999999970	30	30	0	68	3474	0	0	0.000000000	0.000	0.000000	0.000000	57.284408
373	1000000000	746000000002	748000000000	746000050000	50000	250000	3383	1157	999999960	40	40	0	131	3514	0	0	0.000000000	0.000	0.000000	0.000000	56.760232
374	1000000000	748000000002	750000000000	748000050000	50000	250000	3304	1143	999999977	23	23	0	38	3342	0	0	0.000000000	0.000	0.000000	0.000000	56.948959
375	1000000000	750000000002	752000000000	750000050000	50000	250000	3444	1139	999999968	32	32	0	112	3556	0	0	0.000000000	0.000	0.000000	0.000000	56.638632
376	1000000000	752000000002	754000000000	752000050000	50000	250000	3402	1154	999999932	68	68	0	284	3686	0	0	0.000000000	0.000	0.000000	0.000000	57.556774
377	1000000000	754000000002	756000000000	754000050000	50000	250000	3384	1110	999999975	25	25	0	91	3475	0	0	0.000000000	0.000	0.000000	0.000000	55.779105
378	1000000000	756000000002	758000000000	756000050000	50000	250000	3365	1112	999999947	53	53	0	231	3596	0	0	0.000000000	0.000	0.000000	0.000000	55.958739
379	1000000000	758000000002	760000000000	758000050000	50000	250000	3373	1109	999999978	22	22	0	56	3429	0	0	0.000000000	0.000	0.000000	0.000000	55.458056
380	1000000000	760000000002	762000000000	760000050000	50000	250000	3373	1132	999999881	119	119	0	480	3853	0	0	0.000000000	0.000	0.000000	0.000000	56.632837
381	1000000000	762000000002	764000000000	762000050000	50000	250000	3384	1159	999999980	20	20	0	44	3428	0	0	0.000000000	0.000	0.000000	0.000000	57.474316
382	1000000000	764000000002	766000000000	764000050000	50000	250000	3335	1117	999999946	54	54	0	140	3475	0	0	0.000000000	0.000	0.000000	0.000000	54.922595
383	1000000000	766000000002	768000000000	766000050000	50000	250000	3427	1148	999999983	17	17	0	41	3468	0	0	0.000000000	0.000	0.000000	0.000000	53.309557
384	1000000000	768000000002	770000000000	768000050000	50000	250000	3390	1157	999999977	23	23	0	94	3484	0	0	0.000000000	0.000	0.000000	0.000000	54.488279
385	1000000000	770000000002	772000000000	770000050000	50000	250000	3339	1107	999999950	50	50	0	117	3456	0	0	0.000000000	0.000	0.000000	0.000000	52.200049
386	1000000000	772000000002	774000000000	772000050000	50000	250000	3465	1168	999999978	22	22	0	80	3545	0	0	0.000000000	0.000	0.000000	0.000000	54.743158
387	1000000000	774000000002	776000000000	774000050000	50000	250000	3438	1195	999999953	47	47	0	136	3574	0	0	0.000000000	0.000	0.000000	0.000000	55.591922
388	1000000000	776000000002	778000000000	776000050000	50000	250000	3407	1146	999999912	88	88	0	278	3685	0	0	0.000000000	0.000	0.000000	0.000000	53.764756
389	1000000000	778000000002	780000000000	778000050000	50000	250000	3383	1134	999999899	101	101	0	548	3931	0	0	0.000000000	0.000	0.000000	0.000000	53.313788
390	1000000000	780000000002	782000000000	780000050000	50000	250000	3407	1135	999999966	34	34	0	99	3506	0	0	0.000000000	0.000	0.000000	0.000000	55.868196
391	1000000000	782000000002	784000000000	782000050000	50000	250000	3356	1156	999999989	11	11	0	23	3379	0	0	0.000000000	0.000	0.000000	0.000000	57.108564
392	1000000000	784000000002	786000000000	784000050000	50000	250000	3350	1114	999999972	28	28	0	74	3424	0	0	0.000000000	0.000	0.000000	0.000000	55.636414
393	1000000000	786000000002	788000000000	786000050000	50000	250000	3418	1140	999999987	13	13	0	38	3456	0	0	0.000000000	0.000	0.000000	0.000000	56.711319
394	1000000000	788000000002	790000000000	788000050000	50000	250000	3381	1112	999999955	45	45	0	99	3480	0	0	0.000000000	0.000	0.000000	0.000000	55.655830
395	1000000000	790000000002	792000000000	790000050000	50000	250000	3408	1148	999999967	33	33	0	115	3523	0	0	0.000000000	0.000	0.000000	0.000000	57.394811
396	1000000000	792000000002	794000000000	792000050000	50000	250000	3422	1149	999999935	65	65	0	206	3628	0	0	0.000000000	0.000	0.000000	0.000000	57.111757
397	1000000000	794000000002	796000000000	794000050000	50000	250000	3366	1099	999999865	135	135	0	619	3985	0	0	0.000000000	0.000	0.000000	0.000000	55.344173
398	1000000000	796000000002	798000000000	796000050000	50000	250000	3367	1123	999999927	73	73	0	251	3618	0	0	0.000000000	0.000	0.000000	0.000000	56.353336
399	1000000000	798000000002	800000000000	798000050000	50000	250000	3375	1160	999999978	22	22	0	70	3445	0	0	0.000000000	0.000	0.000000	0.000000	57.976985
400	1000000000	800000000002	802000000000	800000050000	50000	250000	3414	1130	999999917	83	83	0	462	3876	0	0	0.000000000	0.000	0.000000	0.000000	56.228824
401	1000000000	802000000002	804000000000	802000050000	50000	250000	3411	1171	999999973	27	27	0	82	3493	0	0	0.000000000	0.000	0.000000	0.000000	54.320166
402	1000000000	804000000002	806000000000	804000050000	50000	250000	3365	1133	999999917	83	83	0	253	3618	0	0	0.000000000	0.000	0.000000	0.000000	52.771703
403	1000000000	806000000002	808000000000	806000050000	50000	250000	3380	1101	999999944	56	56	0	155	3535	0	0	0.000000000	0.000	0.000000	0.000000	51.493132
404	1000000000	808000000002	810000000000	808000050000	50000	250000	3341	1135	999999949	51	51	0	184	3525	0	0	0.000000000	0.000	0.000000	0.000000	53.214367
405	1000000000	810000000002	812000000000	810000050000	50000	250000	3414	1082	999999952	48	48	0	141	3555	0	0	0.000000000	0.000	0.000000	0.000000	51.223270
406	1000000000	812000000002	814000000000	812000050000	50000	250000	3347	1095	999999873	127	127	0	381	3728	0	0	0.000000000	0.000	0.000000	0.000000	51.834644
407	1000000000	814000000002	816000000000	814000050000	50000	250000	3418	1143	999999899	101	101	0	316	3734	0	0	0.000000000	0.000	0.000000	0.000000	53.921350
408	1000000000	816000000002	818000000000	816000050000	50000	250000	3404	1169	999999934	66	66	0	236	3640	0	0	0.000000000	0.000	0.000000	0.000000	57.049761
409	1000000000	818000000002	820000000000	818000050000	50000	250000	3455	1131	999999928	72	72	0	281	3736	0	0	0.000000000	0.000	0.000000	0.000000	55.454272
410	1000000000	820000000002	822000000000	820000050000	50000	250000	3395	1150	999999876	124	124	0	520	3915	0	0	0.000000000	0.000	0.000000	0.000000	56.334292
411	1000000000	822000000002	824000000000	822000050000	50000	250000	3359	1110	999999945	55	55	0	153	3512	0	0	0.000000000	0.000	0.000000	0.000000	55.017293
412	1000000000	824000000002	826000000000	824000050000	50000	250000	3433	1149	999999953	47	47	0	161	3594	0	0	0.000000000	0.000	0.000000	0.000000	56.739907
413	1000000000	826000000002	828000000000	826000050000	50000	250000	3353	1133	999999970	30	30	0	73	3426	0	0	0.000000000	0.000	0.000000	0.000000	56.396505
414	1000000000	828000000002	830000000000	828000050000	50000	250000	3434	1128	999999980	20	20	0	118	3552	0	0	0.000000000	0.000	0.000000	0.000000	56.464493
415	1000000000	830000000002	832000000000	830000050000	50000	250000	3421	1161	999999915	85	85	0	194	3615	0	0	0.000000000	0.000	0.000000	0.000000	57.321905
416	1000000000	832000000002	834000000000	832000050000	50000	250000	3361	1136	999999971	29	29	0	87	3448	0	0	0.000000000	0.000	0.000000	0.000000	56.309981
417	1000000000	834000000002	836000000000	834000050000	50000	250000	3407	1177	999999951	49	49	0	91	3498	0	0	0.000000000	0.000	0.000000	0.000000	57.722329
418	1000000000	836000000002	838000000000	836000050000	50000	250000	3365	1108	999999961	39	39	0	86	3451	0	0	0.000000000	0.000	0.000000	0.000000	54.620379
419	1000000000	838000000002	840000000000	838000050000	50000	250000	3359	1149	999999927	73	73	0	296	3655	0	0	0.000000000	0.000	0.000000	0.000000	54.273199
420	1000000000	840000000002	842000000000	840000050000	50000	250000	3357	1103	999999932	68	68	0	277	3634	0	0	0.000000000	0.000	0.000000	0.000000	52.949852
421	1000000000	842000000002	844000000000	842000050000	50000	250000	3399	1125	999999942	58	58	0	214	3613	0	0	0.000000000	0.000	0.000000	0.000000	53.285503
422	1000000000	844000000002	846000000000	844000050000	50000	250000	3408	1151	999999966	34	34	0	95	3503	0	0	0.000000000	0.000	0.000000	0.000000	54.323936
423	1000000000	846000000002	848000000000	846000050000	50000	250000	3368	1080	999999946	54	54	0	119	3487	0	0	0.000000000	0.000	0.000000	0.000000	51.257213
424	1000000000	848000000002	850000000000	848000050000	50000	250000	3445	1119	999999982	18	18	0	62	3507	0	0	0.000000000	0.000	0.000000	0.000000	52.195931
425	1000000000	850000000002	852000000000	850000050000	50000	250000	3411	1117	999999975	25	25	0	135	3546	0	0	0.000000000	0.000	0.000000	0.000000	52.114012
426	1000000000	852000000002	854000000000	852000050000	50000	250000	3323	1155	999999926	74	74	0	257	3580	0	0	0.000000000	0.000	0.000000	0.000000	54.913209
427	1000000000	854000000002	856000000000	854000050000	50000	250000	3374	1113	999999965	35	35	0	93	3467	0	0	0.000000000	0.000	0.000000	0.000000	53.503627
428	1000000000	856000000002	858000000000	856000050000	50000	250000	3468	1194	999999927	73	73	0	223	3691	0	0	0.000000000	0.000	0.000000	0.000000	57.364965
429	1000000000	858000000002	860000000000	858000050000	50000	250000	3342	1088	999999902	98	98	0	331	3673	0	0	0.000000000	0.000	0.000000	0.000000	53.227400
430	1000000000	860000000002	862000000000	860000050000	50000	250000	3349	1157	999999924	76	76	0	221	3570	0	0	0.000000000	0.000	0.000000	0.000000	56.505602
431	1000000000	862000000002	864000000000	862000050000	50000	250000	3351	1156	999999955	45	45	0	88	3439	0	0	0.000000000	0.000	0.000000	0.000000	56.803211
432	1000000000	864000000002	866000000000	864000050000	50000	250000	3374	1173	999999971	29	29	0	102	3476	0	0	0.000000000	0.000	0.000000	0.000000	57.744096
433	1000000000	866000000002	868000000000	866000050000	50000	250000	3356	1128	999999962	38	38	0	112	3468	0	0	0.000000000	0.000	0.000000	0.000000	55.927843
434	1000000000	868000000002	870000000000	868000050000	50000	250000	3372	1133	999999976	24	24	0	59	3431	0	0	0.000000000	0.000	0.000000	0.000000	56.109002
435	1000000000	870000000002	872000000000	870000050000	50000	250000	3423	1199	999999951	49	49	0	135	3558	0	0	0.000000000	0.000	0.000000	0.000000	58.333541
436	1000000000	872000000002	874000000000	872000050000	50000	250000	3418	1150	999999893	107	107	0	359	3777	0	0	0.000000000	0.000	0.000000	0.000000	55.720920
437	1000000000	874000000002	876000000000	874000050000	50000	250000	3405	1155	999999960	40	40	0	87	3492	0	0	0.000000000	0.000	0.000000	0.000000	54.230902
438	1000000000	876000000002	878000000000	876000050000	50000	250000	3314	1071	999999978	22	22	0	40	3354	0	0	0.000000000	0.000	0.000000	0.000000	51.257764
439	1000000000	878000000002	880000000000	878000050000	50000	250000	3404	1127	999999947	53	53	0	230	3634	0	0	0.000000000	0.000	0.000000	0.000000	53.312320
440	1000000000	880000000002	882000000000	880000050000	50000	250000	3440	1200	999999974	26	26	0	94	3534	0	0	0.000000000	0.000	0.000000	0.000000	56.190236
441	1000000000	882000000002	884000000000	882000050000	50000	250000	3449	1134	999999969	31	31	0	85	3534	0	0	0.000000000	0.000	0.000000	0.000000	53.242911
442	1000000000	884000000002	886000000000	884000050000	50000	250000	3375	1097	999999943	57	57	0	167	3542	0	0	0.000000000	0.000	0.000000	0.000000	51.477070
443	1000000000	886000000002	888000000000	886000050000	50000	250000	3333	1122	999999973	27	27	0	63	3396	0	0	0.000000000	0.000	0.000000	0.000000	52.377842
444	1000000000	888000000002	890000000000	888000050000	50000	250000	3323	1097	999999959	41	41	0	150	3473	0	0	0.000000000	0.000	0.000000	0.000000	52.560347
445	1000000000	890000000002	892000000000	890000050000	50000	250000	3427	1139	999999975	25	25	0	67	3494	0	0	0.000000000	0.000	0.000000	0.000000	53.968573
446	1000000000	892000000002	894000000000	892000050000	50000	250000	3342	1167	999999956	44	44	0	179	3521	0	0	0.000000000	0.000	0.000000	0.000000	55.116364
447	1000000000	894000000002	896000000000	894000050000	50000	250000	3383	1098	999999941	59	59	0	289	3672	0	0	0.000000000	0.000	0.000000	0.000000	53.376175
448	1000000000	896000000002	898000000000	896000050000	50000	250000	3387	1157	999999977	23	23	0	66	3453	0	0	0.000000000	0.000	0.000000	0.000000	56.168345
449	1000000000	898000000002	900000000000	898000050000	50000	250000	3384	1146	999999907	93	93	0	198	3582	0	0	0.000000000	0.000	0.000000	0.000000	56.346534
450	1000000000	900000000002	902000000000	900000050000	50000	250000	3361	1108	999999952	48	48	0	150	3511	0	0	0.000000000	0.000	0.000000	0.000000	54.623185
451	1000000000	902000000002	904000000000	902000050000	50000	250000	3370	1117	999999954	46	46	0	101	3471	0	0	0.000000000	0.000	0.000000	0.000000	55.118832
452	1000000000	904000000002	906000000000	904000050000	50000	250000	3467	1139	999999976	24	24	0	122	3589	0	0	0.000000000	0.000	0.000000	0.000000	55.753587
453	1000000000	906000000002	908000000000	906000050000	50000	250000	3345	1093	999999975	25	25	0	58	3403	0	0	0.000000000	0.000	0.000000	0.000000	54.197728
454	1000000000	908000000002	910000000000	908000050000	50000	250000	3372	1141	999999972	28	28	0	71	3443	0	0	0.000000000	0.000	0.000000	0.000000	55.285484
455	1000000000	910000000002	912000000000	910000050000	50000	250000	3396	1108	999999967	33	33	0	82	3478	0	0	0.000000000	0.000	0.000000	0.000000	53.035142
456	1000000000	912000000002	914000000000	912000050000	50000	250000	3435	1115	999999982	18	18	0	38	3473	0	0	0.000000000	0.000	0.000000	0.000000	53.471980
457	1000000000	914000000002	916000000000	914000050000	50000	250000	3417	1149	999999932	68	68	0	311	3728	0	0	0.000000000	0.000	0.000000	0.000000	54.872414
458	1000000000	916000000002	918000000000	916000050000	50000	250000	3392	1132	999999976	24	24	0	80	3472	0	0	0.000000000	0.000	0.000000	0.000000	54.234278
459	1000000000	918000000002	920000000000	918000050000	50000	250000	3394	1121	999999965	35	35	0	106	3500	0	0	0.000000000	0.000	0.000000	0.000000	54.229567
460	1000000000	920000000002	922000000000	920000050000	50000	250000	3397	1121	999999969	31	31	0	120	3517	0	0	0.000000000	0.000	0.000000	0.000000	54.041880
461	1000000000	922000000002	924000000000	922000050000	50000	250000	3292	1102	999999917	83	83	0	301	3593	0	0	0.000000000	0.000	0.000000	0.000000	53.316381
462	1000000000	924000000002	926000000000	924000050000	50000	250000	3383	1125	999999901	99	99	0	272	3655	0	0	0.000000000	0.000	0.000000	0.000000	53.541478
463	1000000000	926000000002	928000000000	926000050000	50000	250000	3323	1117	999999956	44	44	0	160	3483	0	0	0.000000000	0.000	0.000000	0.000000	53.245360
464	1000000000	928000000002	930000000000	928000050000	50000	250000	3440	1204	999999959	41	41	0	126	3566	0	0	0.000000000	0.000	0.000000	0.000000	56.560320
465	1000000000	930000000002	932000000000	930000050000	50000	250000	3397	1141	999999910	90	90	0	192	3589	0	0	0.000000000	0.000	0.000000	0.000000	54.439150
466	1000000000	932000000002	934000000000	932000050000	50000	250000	3305	1096	999999983	17	17	0	28	3333	0	0	0.000000000	0.000	0.000000	0.000000	53.123858
467	1000000000	934000000002	936000000000	934000050000	50000	250000	3303	1068	999999952	48	48	0	137	3440	0	0	0.000000000	0.000	0.000000	0.000000	52.321562
468	1000000000	936000000002	938000000000	936000050000	50000	250000	3322	1094	999999963	37	37	0	87	3409	0	0	0.000000000	0.000	0.000000	0.000000	53.706852
469	1000000000	938000000002	940000000000	938000050000	50000	250000	3387	1118	999999981	19	19	0	42	3429	0	0	0.000000000	0.000	0.000000	0.000000	54.528864
470	1000000000	940000000002	942000000000	940000050000	50000	250000	3370	1121	999999968	32	32	0	98	3468	0	0	0.000000000	0.000	0.000000	0.000000	54.688980
471	1000000000	942000000002	944000000000	942000050000	50000	250000	3389	1140	999999951	49	49	0	133	3522	0	0	0.000000000	0.000	0.000000	0.000000	55.272442
472	1000000000	944000000002	946000000000	944000050000	50000	250000	3416	1137	999999980	20	20	0	94	3510	0	0	0.000000000	0.000	0.000000	0.000000	54.742673
473	1000000000	946000000002	948000000000	946000050000	50000	250000	3336	1111	999999899	101	101	0	374	3710	0	0	0.000000000	0.000	0.000000	0.000000	52.386361
474	1000000000	948000000002	950000000000	948000050000	50000	250000	3361	1082	999999976	24	24	0	74	3435	0	0	0.000000000	0.000	0.000000	0.000000	51.702114
475	1000000000	950000000002	952000000000	950000050000	50000	250000	3427	1175	999999974	26	26	0	61	3488	0	0	0.000000000	0.000	0.000000	0.000000	55.049657
476	1000000000	952000000002	954000000000	952000050000	50000	250000	3355	1133	999999980	20	20	0	62	3417	0	0	0.000000000	0.000	0.000000	0.000000	54.406344
477	1000000000	954000000002	956000000000	954000050000	50000	250000	3369	1121	999999921	79	79	0	321	3690	0	0	0.000000000	0.000	0.000000	0.000000	53.527094
478	1000000000	956000000002	958000000000	956000050000	50000	250000	3389	1125	999999916	84	84	0	373	3762	0	0	0.000000000	0.000	0.000000	0.000000	53.879056
479	1000000000	958000000002	960000000000	958000050000	50000	250000	3290	1052	999999977	23	23	0	67	3357	0	0	0.000000000	0.000	0.000000	0.000000	50.414858
480	1000000000	960000000002	962000000000	960000050000	50000	250000	3377	1139	999999943	57	57	0	157	3534	0	0	0.000000000	0.000	0.000000	0.000000	53.499757
481	1000000000	962000000002	964000000000	962000050000	50000	250000	3351	1091	999999917	83	83	0	242	3593	0	0	0.000000000	0.000	0.000000	0.000000	51.843604
482	1000000000	964000000002	966000000000	964000050000	50000	250000	3378	1117	999999966	34	34	0	230	3608	0	0	0.000000000	0.000	0.000000	0.000000	54.411122
483	1000000000	966000000002	968000000000	966000050000	50000	250000	3355	1142	999999949	51	51	0	209	3564	0	0	0.000000000	0.000	0.000000	0.000000	55.199338
484	1000000000	968000000002	970000000000	968000050000	50000	250000	3363	1139	999999935	65	65	0	328	3691	0	0	0.000000000	0.000	0.000000	0.000000	55.153563
485	1000000000	970000000002	972000000000	970000050000	50000	250000	3419	1138	999999960	40	40	0	113	3532	0	0	0.000000000	0.000	0.000000	0.000000	55.576397
486	1000000000	972000000002	974000000000	972000050000	50000	250000	3333	1121	999999983	17	17	0	62	3395	0	0	0.000000000	0.000	0.000000	0.000000	54.873107
487	1000000000	974000000002	976000000000	974000050000	50000	250000	3406	1176	999999987	13	13	0	52	3458	0	0	0.000000000	0.000	0.000000	0.000000	56.939292
488	1000000000	976000000002	978000000000	976000050000	50000	250000	3371	1141	999999958	42	42	0	105	3476	0	0	0.000000000	0.000	0.000000	0.000000	55.826523
489	1000000000	978000000002	980000000000	978000050000	50000	250000	3402	1063	999999926	74	74	0	240	3642	0	0	0.000000000	0.000	0.000000	0.000000	51.669336
490	1000000000	980000000002	982000000000	980000050000	50000	250000	3414	1149	999999965	35	35	0	131	3545	0	0	0.000000000	0.000	0.000000	0.000000	54.923432
491	1000000000	982000000002	984000000000	982000050000	50000	250000	3416	1156	999999911	89	89	0	345	3761	0	0	0.000000000	0.000	0.000000	0.000000	54.035791
492	1000000000	984000000002	986000000000	984000050000	50000	250000	3434	1092	999999887	113	113	0	304	3738	0	0	0.000000000	0.000	0.000000	0.000000	51.819329
493	1000000000	986000000002	988000000000	986000050000	50000	250000	3366	1147	999999941	59	59	0	181	3547	0	0	0.000000000	0.000	0.000000	0.000000	54.656849
494	1000000000	988000000002	990000000000	988000050000	50000	250000	3380	1111	999999925	75	75	0	234	3614	0	0	0.000000000	0.000	0.000000	0.000000	53.174520
495	1000000000	990000000002	992000000000	990000050000	50000	250000	3428	1121	999999963	37	37	0	76	3504	0	0	0.000000000	0.000	0.000000	0.000000	53.783876
496	1000000000	992000000002	994000000000	992000050000	50000	250000	3345	1107	999999974	26	26	0	59	3404	0	0	0.000000000	0.000	0.000000	0.000000	53.260747
497	1000000000	994000000002	996000000000	994000050000	50000	250000	3398	1144	999999956	44	44	0	119	3517	0	0	0.000000000	0.000	0.000000	0.000000	54.541336
498	1000000000	996000000002	998000000000	996000050000	50000	250000	3299	1135	999999966	34	34	0	71	3370	0	0	0.000000000	0.000	0.000000	0.000000	53.851717
499	1000000000	998000000002	1000000000000	998000050000	50000	250000	3399	1130	999999936	64	64	0	338	3737	0	0	0.000000000	0.000	0.000000	0.000000	53.641958
500	1000000000	1000000000002	1002000000000	1000000050000	50000	250000	3342	1116	999999943	57	57	0	185	3527	0	0	0.000000000	0.000	0.000000	0.000000	53.734494
501	1000000000	1002000000002	1004000000000	1002000050000	50000	250000	3405	1096	999999967	33	33	0	83	3488	0	0	0.000000000	0.000	0.000000	0.000000	53.765680
502	1000000000	1004000000002	1006000000000	1004000050000	50000	250000	3364	1152	999999945	55	55	0	132	3496	0	0	0.000000000	0.000	0.000000	0.000000	56.047509
503	1000000000	1006000000002	1008000000000	1006000050000	50000	250000	3325	1122	999999955	45	45	0	205	3530	0	0	0.000000000	0.000	0.000000	0.000000	54.792495
504	1000000000	1008000000002	1010000000000	1008000050000	50000	250000	3426	1114	999999969	31	31	0	98	3524	0	0	0.000000000	0.000	0.000000	0.000000	54.212676
505	1000000000	1010000000002	1012000000000	1010000050000	50000	250000	3381	1103	999999942	58	58	0	236	3617	0	0	0.000000000	0.000	0.000000	0.000000	53.971830
506	1000000000	1012000000002	1014000000000	1012000050000	50000	250000	3437	1117	999999949	51	51	0	72	3509	0	0	0.000000000	0.000	0.000000	0.000000	53.800908
507	1000000000	1014000000002	1016000000000	1014000050000	50000	250000	3353	1137	999999967	33	33	0	94	3447	0	0	0.000000000	0.000	0.000000	0.000000	54.701526
508	1000000000	1016000000002	1018000000000	1016000050000	50000	250000	3436	1133	999999955	45	45	0	87	3523	0	0	0.000000000	0.000	0.000000	0.000000	53.754673
509	1000000000	1018000000002	1020000000000	1018000050000	50000	250000	3324	1097	999999981	19	19	0	99	3423	0	0	0.000000000	0.000	0.000000	0.000000	52.172616
510	1000000000	1020000000002	1022000000000	1020000050000	50000	250000	3405	1162	999999910	90	90	0	253	3658	0	0	0.000000000	0.000	0.000000	0.000000	54.767886
511	1000000000	1022000000002	1024000000000	1022000050000	50000	250000	3326	1086	999999926	74	74	0	222	3548	0	0	0.000000000	0.000	0.000000	0.000000	51.777062
512	1000000000	1024000000002	1026000000000	1024000050000	50000	250000	3387	1102	999999966	34	34	0	96	3483	0	0	0.000000000	0.000	0.000000	0.000000	52.606447
513	1000000000	1026000000002	1028000000000	1026000050000	50000	250000	3424	1163	999999936	64	64	0	299	3723	0	0	0.000000000	0.000	0.000000	0.000000	56.098096
514	1000000000	1028000000002	1030000000000	1028000050000	50000	250000	3451	1143	999999935	65	65	0	228	3679	0	0	0.000000000	0.000	0.000000	0.000000	54.876611
515	1000000000	1030000000002	1032000000000	1030000050000	50000	250000	3381	1101	999999962	38	38	0	119	3500	0	0	0.000000000	0.000	0.000000	0.000000	52.915729
516	1000000000	1032000000002	1034000000000	1032000050000	50000	250000	3382	1147	999999977	23	23	0	84	3466	0	0	0.000000000	0.000	0.000000	0.000000	54.159016
517	1000000000	1034000000002	1036000000000	1034000050000	50000	250000	3397	1181	999999935	65	65	0	142	3539	0	0	0.000000000	0.000	0.000000	0.000000	55.398322
518	1000000000	1036000000002	1038000000000	1036000050000	50000	250000	3373	1133	999999951	49	49	0	135	3508	0	0	0.000000000	0.000	0.000000	0.000000	53.674007
519	1000000000	1038000000002	1040000000000	1038000050000	50000	250000	3397	1161	999999992	8	8	0	15	3412	0	0	0.000000000	0.000	0.000000	0.000000	55.211782
